timestamp,rate
1528524100,558264
1538267164,565712
1538267166,565712
1538267167,565712
1538267168,565712
1538267169,565712
1538267170,565712
1538267172,565712
1538267173,565712
1538267174,565712
1538267175,565712
1538267176,565712
1538267178,565712
